hierarchyId	pCFID	name	fileName	verb	object	process
3.2.5.3	16575	Monitor and report events influencing factors	16575-MonitorAndReportEventsInfluencingFactors.mdx	Monitor	And Report Events Influencing Factors	Analyze and manage channel performance
3.2.5.4	16500	Analyze performance	16500-AnalyzePerformance.mdx	Analyze	Performance	Analyze and manage channel performance
3.2.5.5	16501	Develop plan for improvements	16501-DevelopPlanForImprovements.mdx	Develop	Plan For Improvements	Analyze and manage channel performance
3.2.6.1	16849	Develop customer communication calendar	16849-DevelopCustomerCommunicationCalendar.mdx	Develop	Customer Communication Calendar	Develop marketing communication strategy
3.2.6.2	16850	Define public relations (PR) strategy	16850-DefinePublicRelationsPrStrategy.mdx	Define	Public Relations (PR) Strategy	Develop marketing communication strategy
3.2.6.3	16851	Define direct marketing strategy	16851-DefineDirectMarketingStrategy.mdx	Define	Direct Marketing Strategy	Develop marketing communication strategy
3.2.6.4	16852	Define internal marketing communication strategy	16852-DefineInternalMarketingCommunicationStrategy.mdx	Define	Internal Marketing Communication Strategy	Develop marketing communication strategy
3.2.6.5	16853	Identify new media for marketing communication	16853-IdentifyNewMediaForMarketingCommunication.mdx	Identify	New Media For Marketing Communication	Develop marketing communication strategy
3.2.6.6	16854	Define new media communication strategy	16854-DefineNewMediaCommunicationStrategy.mdx	Define	New Media Communication Strategy	Develop marketing communication strategy
3.2.6.7	16855	Define point of sale (POS) communication strategy	16855-DefinePointOfSalePosCommunicationStrategy.mdx	Define	Point Of Sale (POS) Communication Strategy	Develop marketing communication strategy
3.2.6.8	18627	Define communication guidelines and mechanisms	18627-DefineCommunicationGuidelinesAndMechanisms.mdx	Define	Communication Guidelines And Mechanisms	Develop marketing communication strategy
3.2.7.1	20007	Define customer loyalty program	20007-DefineCustomerLoyaltyProgram.mdx	Define	Customer Loyalty Program	Design and manage customer loyalty program
3.2.7.2	18925	Acquire members to customer loyalty program	18925-AcquireMembersToCustomerLoyaltyProgram.mdx	Acquire	Members To Customer Loyalty Program	Design and manage customer loyalty program
3.2.7.3	18926	Build engagement and relationship with members	18926-BuildEngagementAndRelationshipWithMembers.mdx	Build	Engagement And Relationship With Members	Design and manage customer loyalty program
3.2.7.4	16633	Monitor customer loyalty program benefits to the enterprise and the customer	16633-MonitorCustomerLoyaltyProgramBenefitsToTheEnterpriseAndTheCustomer.mdx	Monitor	Customer Loyalty Program Benefits To Enterprise And Customer	Design and manage customer loyalty program
3.2.7.5	18927	Optimize loyalty program value to both the enterprise and the customer	18927-OptimizeLoyaltyProgramValueToBothTheEnterpriseAndTheCustomer.mdx	Optimize	Loyalty Program Value To Both Enterprise And Customer	Design and manage customer loyalty program
3.3.2.1	10155	Confirm marketing alignment to business strategy	10155-ConfirmMarketingAlignmentToBusinessStrategy.mdx	Confirm	Marketing Alignment To Business Strategy	Establish marketing budgets
3.3.2.2	10156	Determine costs of marketing	10156-DetermineCostsOfMarketing.mdx	Determine	Costs Of Marketing	Establish marketing budgets
3.3.2.3	10157	Create marketing budget	10157-CreateMarketingBudget.mdx	Create	Marketing Budget	Establish marketing budgets
3.3.2.4	17683	Determine projected ROI for marketing investment	17683-DetermineProjectedRoiForMarketingInvestment.mdx	Determine	Projected ROI For Marketing Investment	Establish marketing budgets
3.3.3.1	10158	Define advertising media objectives and strategy	10158-DefineAdvertisingMediaObjectivesAndStrategy.mdx	Define	Advertising Media Objectives And Strategy	Design and execute brand and product marketing programs
3.3.3.2	11485	Develop advertising	11485-DevelopAdvertising.mdx	Develop	Advertising	Design and execute brand and product marketing programs
3.3.3.3	11390	Design preliminary sales collateral, point-of-sale (POS) and promotion prototypes	11390-DesignPreliminarySalesCollateralPointOfSalePosAndPromotionPrototypes.mdx	Design	Preliminary Sales Collateral, Point-of-sale (POS) And Promotion Prototypes	Design and execute brand and product marketing programs
3.3.3.4	11486	Engage third-party advertising agency	11486-EngageThirdPartyAdvertisingAgency.mdx	Engage	Third-party Advertising Agency	Design and execute brand and product marketing programs
3.3.3.5	10161	Engage media provider	10161-EngageMediaProvider.mdx	Engage	Media Provider	Design and execute brand and product marketing programs
3.3.3.6	11487	Align marketing programs with consumer service strategy	11487-AlignMarketingProgramsWithConsumerServiceStrategy.mdx	Align	Marketing Programs With Consumer Service Strategy	Design and execute brand and product marketing programs
3.3.3.7	11488	Develop product sales projection	11488-DevelopProductSalesProjection.mdx	Develop	Product Sales Projection	Design and execute brand and product marketing programs
3.3.3.8	11387	Plan preliminary media buys (print, television, radio)	11387-PlanPreliminaryMediaBuysPrintTelevisionRadio.mdx	Plan	Preliminary Media Buys (print, Television, Radio)	Design and execute brand and product marketing programs
3.3.3.9	10162	Develop and execute advertising	10162-DevelopAndExecuteAdvertising.mdx	Develop	And Execute Advertising	Design and execute brand and product marketing programs
3.3.3.10	11253	Develop and execute other marketing campaigns/programs	11253-DevelopAndExecuteOtherMarketingCampaignsPrograms.mdx	Develop	And Execute Other Marketing Campaigns/programs	Design and execute brand and product marketing programs
3.3.3.11	11254	Assess brand/product marketing plan performance	11254-AssessBrandProductMarketingPlanPerformance.mdx	Assess	Brand/product Marketing Plan Performance	Design and execute brand and product marketing programs
3.3.4.1	20009	Understand resource requirements for each product/service and delivery channel/method	20009-UnderstandResourceRequirementsForEachProductServiceAndDeliveryChannelMethod.mdx	Understand	Resource Requirements For Each Product/service And Delivery Channel/method	Develop and manage pricing
3.3.4.2	18948	Determine corporate incentives	18948-DetermineCorporateIncentives.mdx	Determine	Corporate Incentives	Develop and manage pricing
3.3.4.3	19645	Conduct competitive pricing review (online, offline etc.)	19645-ConductCompetitivePricingReviewOnlineOfflineEtc.mdx	Conduct	Competitive Pricing Review (online, Offline Etc.)	Develop and manage pricing
3.3.4.4	10163	Determine pricing based on volume/unit forecast	10163-DeterminePricingBasedOnVolumeUnitForecast.mdx	Determine	Pricing Based On Volume/unit Forecast	Develop and manage pricing
3.3.4.5	11494	Determine customer segment specific pricing	11494-DetermineCustomerSegmentSpecificPricing.mdx	Determine	Customer Segment Specific Pricing	Develop and manage pricing
3.3.4.6	10164	Execute pricing plan	10164-ExecutePricingPlan.mdx	Execute	Pricing Plan	Develop and manage pricing
3.3.4.7	10165	Evaluate pricing performance	10165-EvaluatePricingPerformance.mdx	Evaluate	Pricing Performance	Develop and manage pricing
3.3.4.8	10166	Refine pricing as needed	10166-RefinePricingAsNeeded.mdx	Refine	Pricing As Needed	Develop and manage pricing
3.3.4.9	11495	Implement promotional pricing programs	11495-ImplementPromotionalPricingPrograms.mdx	Implement	Promotional Pricing Programs	Develop and manage pricing
3.3.4.10	11496	Implement other retail pricing programs	11496-ImplementOtherRetailPricingPrograms.mdx	Implement	Other Retail Pricing Programs	Develop and manage pricing
3.3.4.11	11497	Communicate and implement price changes	11497-CommunicateAndImplementPriceChanges.mdx	Communicate	And Implement Price Changes	Develop and manage pricing
3.3.4.12	17684	Achieve regulatory approval for pricing	17684-AchieveRegulatoryApprovalForPricing.mdx	Achieve	Regulatory Approval For Pricing	Develop and manage pricing
3.3.5.1	10167	Define promotional concepts and objectives	10167-DefinePromotionalConceptsAndObjectives.mdx	Define	Promotional Concepts And Objectives	Develop and manage promotional activities
3.3.5.2	10159	Develop marketing messages	10159-DevelopMarketingMessages.mdx	Develop	Marketing Messages	Develop and manage promotional activities
3.3.5.3	10160	Define target audience	10160-DefineTargetAudience.mdx	Define	Target Audience	Develop and manage promotional activities
3.3.5.4	10168	Plan and test promotional activities	10168-PlanAndTestPromotionalActivities.mdx	Plan	And Test Promotional Activities	Develop and manage promotional activities
3.3.5.5	10169	Execute promotional activities	10169-ExecutePromotionalActivities.mdx	Execute	Promotional Activities	Develop and manage promotional activities
3.3.5.6	10170	Evaluate promotional performance metrics	10170-EvaluatePromotionalPerformanceMetrics.mdx	Evaluate	Promotional Performance Metrics	Develop and manage promotional activities
3.3.5.7	10171	Refine promotional performance metrics	10171-RefinePromotionalPerformanceMetrics.mdx	Refine	Promotional Performance Metrics	Develop and manage promotional activities
3.3.5.8	10172	Incorporate learning into future/planned consumer promotions	10172-IncorporateLearningIntoFuturePlannedConsumerPromotions.mdx	Incorporate	Learning Into Future/planned Consumer Promotions	Develop and manage promotional activities
3.3.6.1	11501	Develop customer trade investment plan	11501-DevelopCustomerTradeInvestmentPlan.mdx	Develop	Customer Trade Investment Plan	Manage trade pricing, promotions and allowances
3.3.6.2	11502	Approve investment plan	11502-ApproveInvestmentPlan.mdx	Approve	Investment Plan	Manage trade pricing, promotions and allowances
3.3.6.3	11503	Execute investment plan	11503-ExecuteInvestmentPlan.mdx	Execute	Investment Plan	Manage trade pricing, promotions and allowances
3.3.6.4	11504	Manage payments and deductions	11504-ManagePaymentsAndDeductions.mdx	Manage	Payments And Deductions	Manage trade pricing, promotions and allowances
3.3.6.5	11682	Evaluate and manage event performance	11682-EvaluateAndManageEventPerformance.mdx	Evaluate	And Manage Event Performance	Manage trade pricing, promotions and allowances
3.3.6.6	11505	Analyze customer profitability	11505-AnalyzeCustomerProfitability.mdx	Analyze	Customer Profitability	Manage trade pricing, promotions and allowances
3.3.7.1	10173	Determine customer lifetime value	10173-DetermineCustomerLifetimeValue.mdx	Determine	Customer Lifetime Value	Track customer management measures
3.3.7.2	10174	Analyze customer revenue trend	10174-AnalyzeCustomerRevenueTrend.mdx	Analyze	Customer Revenue Trend	Track customer management measures
3.3.7.3	10175	Analyze customer attrition and retention rates	10175-AnalyzeCustomerAttritionAndRetentionRates.mdx	Analyze	Customer Attrition And Retention Rates	Track customer management measures
3.3.7.4	10176	Analyze customer metrics	10176-AnalyzeCustomerMetrics.mdx	Analyze	Customer Metrics	Track customer management measures
3.3.7.5	11506	Assess integrated sales and demand plan performance	11506-AssessIntegratedSalesAndDemandPlanPerformance.mdx	Assess	Integrated Sales And Demand Plan Performance	Track customer management measures
3.3.7.6	10177	Revise customer strategies, objectives, and plans based on metrics	10177-ReviseCustomerStrategiesObjectivesAndPlansBasedOnMetrics.mdx	Revise	Customer Strategies, Objectives, And Plans Based On Metrics	Track customer management measures
3.3.8.1	16627	Monitor and respond to social media activity	16627-MonitorAndRespondToSocialMediaActivity.mdx	Monitor	And Respond To Social Media Activity	Analyze and respond to customer insight
